gene_id	gene_id	geneSymbol	bioType	annotationLevel	logFC	AveExpr	t	P.Value	adj.P.Val	B
64	ENSMUSG00000025316.16	Banp	protein_coding	1	0.349446655508363	4.27984269195208	4.91921042557967	0.0003752325651192	0.0836679807273874	0.396553408172328
65	ENSMUSG00000031770.16	Herpud1	protein_coding	2	0.179566363840757	5.70217112111275	4.9181576483556	0.0003758902739517	0.0836679807273874	0.343641508068321
66	ENSMUSG00000025823.9	Pdia4	protein_coding	2	0.274623570156289	5.23024650479948	4.91312179235427	0.0003790531411341	0.0836679807273874	0.34423956253199
67	ENSMUSG00000046056.15	Sbsn	protein_coding	2	-0.604337092611052	2.06576197180437	-4.91191920231078	0.0003798125755522	0.0836679807273874	0.281952982652713
68	ENSMUSG00000029343.17	Crybb1	protein_coding	2	0.651037669201527	0.590023477526666	4.91098893604777	0.0003804011332879	0.0836679807273874	-0.149212608194176
69	ENSMUSG00000070436.12	Serpinh1	protein_coding	2	0.497523345610271	4.11630818518621	4.9089068852387	0.0003817218699678	0.0836679807273874	0.388946052473055
70	ENSMUSG00000041147.10	Brca2	protein_coding	2	-0.427076852338985	2.26237348446523	-4.8798871173175	0.0004006398428306	0.0865777057542279	0.273909164172446
71	ENSMUSG00000039126.10	Prune2	protein_coding	2	-0.29875438965009	7.00371763801054	-4.86354292089717	0.0004117253640307	0.0877375313933771	0.263243175896743
72	ENSMUSG00000018572.10	Phf23	protein_coding	2	0.15520526773087	5.31162516561531	4.85231368691886	0.0004195277912738	0.0881755465960982	0.241890230288952
73	ENSMUSG00000054226.13	Tprkb	protein_coding	2	-0.174880589874189	5.86153094822623	-4.82468217949202	0.0004393946634437	0.0895884968661611	0.18897544648831
74	ENSMUSG00000040631.8	Dok4	protein_coding	2	0.278776017126189	3.87732172725049	4.81971568416403	0.0004430689174589	0.0895884968661611	0.256787757487905
75	ENSMUSG00000033998.9	Kcnk1	protein_coding	2	0.244782925858295	6.23716886795577	4.81728544060126	0.0004448785560325	0.0895884968661611	0.178520330434334
76	ENSMUSG00000025226.11	Fbxl15	protein_coding	3	0.203835152627148	3.68608400780718	4.8076405031846	0.000452137245359	0.0895884968661611	0.244815257878803
77	ENSMUSG00000020571.12	Pdia6	protein_coding	2	0.236450061975193	6.16262682284214	4.80206173927395	0.0004563923477866	0.0895884968661611	0.152884726967962
78	ENSMUSG00000040782.12	Cop1	protein_coding	2	0.168828144778264	5.51639012944734	4.79571447173996	0.0004612847065389	0.0895884968661611	0.144559925552674
79	ENSMUSG00000019960.8	Dusp6	protein_coding	2	0.513779533433663	5.47273324412185	4.76922838854444	0.0004823006250673	0.0915043058345021	0.103728563045161
80	ENSMUSG00000051736.8	Fam229b	protein_coding	2	-0.349448893548356	2.57055897615096	-4.76055620743684	0.0004893978361342	0.0915043058345021	0.141806587440943
81	ENSMUSG00000034738.8	Nostrin	protein_coding	2	0.565323691559082	1.18954919650377	4.75127973665072	0.0004971108312428	0.0915043058345021	-0.142501808397156
82	ENSMUSG00000032295.15	Man2c1	protein_coding	2	-0.226112930810298	5.47243247821177	-4.75084290725003	0.000497477161015	0.0915043058345021	0.0709378929537694
83	ENSMUSG00000028945.9	Rheb	protein_coding	2	0.160824087298501	6.30281398557263	4.74669634049241	0.0005009686300005	0.0915043058345021	0.0622752546474183
84	ENSMUSG00000054770.16	Kctd18	protein_coding	2	-0.225613643059716	3.68906724708522	-4.72065730112759	0.0005234886630163	0.094492783019534	0.10640307062904
85	ENSMUSG00000041617.10	Ccdc74a	protein_coding	2	-0.320397605132814	3.45734736077283	-4.70427018694012	0.0005382024974762	0.0950643702432143	0.0876842251738523
86	ENSMUSG00000054889.10	Dsp	protein_coding	2	2.62553480691745	1.60095074579399	4.70334377591314	0.0005390471362288	0.0950643702432143	-0.126073254485966
87	ENSMUSG00000037808.13	Fam76b	protein_coding	2	-0.240026681841892	3.94504344877685	-4.69059901445431	0.000550808827874	0.0960347709780851	0.0455639285743237
88	ENSMUSG00000028885.8	Smpdl3b	protein_coding	2	-0.352491856405686	1.52729212664747	-4.68291863091344	0.000558026210444	0.0961999567061014	-0.136378377285874
89	ENSMUSG00000028468.15	Rgp1	protein_coding	1	-0.146976582736505	5.62240778479762	-4.64782527259885	0.0005922854865954	0.100404476952271	-0.103034105345681
90	ENSMUSG00000031841.19	Cdh13	protein_coding	2	-0.226495886118645	6.38186883836834	-4.64056583862081	0.0005996430384572	0.100404476952271	-0.113725177887321
91	ENSMUSG00000027534.16	Snx16	protein_coding	2	0.179891424399313	4.71073283115911	4.63821380816634	0.0006020473101485	0.100404476952271	-0.0866431655859934
92	ENSMUSG00000039891.6	Txlnb	protein_coding	2	-0.491284019328325	1.72027285419259	-4.6221986042832	0.00061868857044	0.101489625504916	-0.182377221698609
93	ENSMUSG00000026723.10	Trdmt1	protein_coding	2	-0.266788354141676	2.32757399282557	-4.61926979291973	0.0006217835363007	0.101489625504916	-0.0910793181272149
94	ENSMUSG00000026200.13	Glb1l	protein_coding	2	-0.28637928936238	2.63832467675066	-4.60867154493602	0.0006331189698208	0.102252045831164	-0.0782231259311148
95	ENSMUSG00000028391.16	Wdr31	protein_coding	2	-0.385032050921529	2.33068025291414	-4.60013303509889	0.0006424084477939	0.102671591817734	-0.119106739246384
96	ENSMUSG00000066357.6	Wdr6	protein_coding	2	-0.292363208658827	7.95031153484346	-4.58382313862486	0.0006605509385668	0.103762754349103	-0.185137790087955
97	ENSMUSG00000023826.16	Prkn	protein_coding	2	-0.331964048846895	2.92381195843318	-4.58186791776207	0.0006627615151021	0.103762754349103	-0.104889211607221
98	ENSMUSG00000109674.1	Gm45470	lncRNA	2	-0.480427876795846	0.761234158503705	-4.57214084147753	0.0006738744222081	0.104195925307432	-0.485965705985365
99	ENSMUSG00000035835.14	Plppr3	protein_coding	2	-0.139894487280171	5.91954354766628	-4.56761565109991	0.0006791105084235	0.104195925307432	-0.239385469137208
100	ENSMUSG00000031513.8	Leprotl1	protein_coding	2	0.153850967265185	6.16306254441498	4.55643654932618	0.000692228827072	0.105157097958085	-0.256900775848862
101	ENSMUSG00000024427.7	Spry4	protein_coding	2	0.407178160688276	3.87943335407259	4.54084513469957	0.0007109684409362	0.106944988130241	-0.192545530845453
102	ENSMUSG00000037992.16	Rara	protein_coding	2	0.308014982230086	3.54555129384694	4.51288725946298	0.0007459100310887	0.111111627252381	-0.220162151598781
103	ENSMUSG00000033105.12	Lss	protein_coding	2	-0.2675212211863	5.53579106661562	-4.50004181588118	0.0007625607918938	0.112499713750267	-0.350070299508065
104	ENSMUSG00000032532.7	Cck	protein_coding	2	0.286327431566969	7.39327431579726	4.49297079206137	0.0007718916201008	0.112684096556438	-0.346769245250706
105	ENSMUSG00000049327.17	Kmt5a	protein_coding	2	0.168825333557717	5.20017397925335	4.4837866235419	0.0007841891108811	0.112684096556438	-0.368388839644385
106	ENSMUSG00000103047.1	Gm37310	TEC	2	-0.944305756194872	0.647746913349744	-4.48256247862738	0.0007858435984839	0.112684096556438	-0.636140521661572
107	ENSMUSG00000037847.14	Nmrk1	protein_coding	2	-0.384971204463	1.97876597368252	-4.47096821300371	0.0008016955428743	0.113892728836302	-0.350924641711057
108	ENSMUSG00000038181.16	Chpf2	protein_coding	2	-0.198115036906752	5.90510066176872	-4.45226961722598	0.0008279671258883	0.116178528161047	-0.434339884322501
109	ENSMUSG00000038214.15	Bend3	protein_coding	2	-0.271062257615579	2.97529684256859	-4.44880719596433	0.0008329295507863	0.116178528161047	-0.31098603487139
110	ENSMUSG00000116953.1	9030025P20Rik	protein_coding	2	-0.455705181699862	2.29106944333062	-4.44311504920911	0.0008411551812464	0.116268864377154	-0.354026921268024
111	ENSMUSG00000005718.8	Tfap4	protein_coding	2	-0.390120094737636	2.0079108489979	-4.41251676815039	0.0008868468761552	0.121490103757592	-0.431308803812482
112	ENSMUSG00000027463.14	Slc52a3	protein_coding	2	0.486063763201947	1.17505163531185	4.40501300701318	0.0008984421874962	0.121611972362906	-0.591891019765884
113	ENSMUSG00000025188.15	Hps1	protein_coding	2	-0.380575964157236	3.41262850018819	-4.40141469861328	0.0009040584639851	0.121611972362906	-0.394544391344615
114	ENSMUSG00000057110.15	Cntrl	protein_coding	2	-0.246097807495723	3.44560838944377	-4.39667308023916	0.0009115151418714	0.121611972362906	-0.404051200184514
115	ENSMUSG00000042997.13	Nhlrc3	protein_coding	2	-0.281559696320544	4.11406883459008	-4.38336304164852	0.0009327908422747	0.123377671491566	-0.470471490840472
116	ENSMUSG00000097343.2	9030407P20Rik	lncRNA	2	-0.281301124410997	2.53823805395638	-4.368311848246	0.0009574741514971	0.124773940287504	-0.448840428428766
117	ENSMUSG00000037434.7	Slc30a1	protein_coding	2	-0.234755349152687	5.5715208968155	-4.36523633714655	0.0009626010103784	0.124773940287504	-0.57956945610588
118	ENSMUSG00000023110.12	Prmt5	protein_coding	1	0.16341334537493	5.50282079298255	4.35950824000076	0.000972226051445	0.124773940287504	-0.588043316692132
119	ENSMUSG00000001901.15	Kcnh6	protein_coding	2	-0.324658126857423	1.13785770444492	-4.35735120803779	0.0009758764801212	0.124773940287504	-0.661290687597202
120	ENSMUSG00000051054.4	1700014D04Rik	protein_coding	2	-0.862456136813488	0.0953278868951119	-4.34668336895362	0.0009941410149587	0.126058723905059	-0.953262444133917
121	ENSMUSG00000034587.8	8430429K09Rik	lncRNA	2	-0.281879455882741	2.31050442533384	-4.33945106862094	0.0010067256255274	0.126362723838924	-0.507338945122397
122	ENSMUSG00000020131.14	Pcsk4	protein_coding	2	-0.464361816874463	1.59955669302843	-4.32755106051998	0.0010277943832229	0.126362723838924	-0.612722430158123
123	ENSMUSG00000018865.9	Sult4a1	protein_coding	2	0.13727273105042	8.66084970974952	4.32056807828242	0.0010403707596751	0.126362723838924	-0.61673179373803
124	ENSMUSG00000100017.2	2410022M11Rik	lncRNA	2	-0.436668149411679	1.46878334419785	-4.31888367354011	0.0010434282791802	0.126362723838924	-0.647359707530765
125	ENSMUSG00000022797.16	Tfrc	protein_coding	2	-0.19999894716274	6.69726819509375	-4.31791867614484	0.0010451841461781	0.126362723838924	-0.655521191803244
126	ENSMUSG00000042787.15	Exog	protein_coding	2	0.165194664466719	4.61766904061579	4.31302813081469	0.0010541301521243	0.126362723838924	-0.62647532561249
127	ENSMUSG00000023764.18	Sfi1	protein_coding	1	-0.248355890723698	3.83728523103549	-4.31299586130176	0.001054189444788	0.126362723838924	-0.56634600804569
128	ENSMUSG00000066829.7	Zfp810	protein_coding	2	-0.286539200702387	3.78257249982493	-4.30766208149909	0.0010640376770103	0.126554496731546	-0.570896472008327
129	ENSMUSG00000043993.6	2900052L18Rik	lncRNA	2	-0.472951789276852	1.44826671067814	-4.29892668384381	0.0010803738383081	0.127509044624317	-0.679103538920893
130	ENSMUSG00000113029.1	Gm40578	lncRNA	2	-0.406828367057986	1.16041320784406	-4.294436688918	0.0010888719113728	0.127531005619795	-0.741006506499438
131	ENSMUSG00000032290.7	Ptpn9	protein_coding	2	0.163983319400541	5.34286291239308	4.28025862449004	0.0011161655074747	0.127988599068628	-0.719596497220579
132	ENSMUSG00000028343.10	Erp44	protein_coding	2	0.135300787079013	4.82513990784112	4.27824280552329	0.0011201034467366	0.127988599068628	-0.699504686780425
133	ENSMUSG00000021646.9	Mccc2	protein_coding	2	-0.177158708373611	3.96282376587498	-4.27805271353349	0.00112047553941	0.127988599068628	-0.634729605516772
134	ENSMUSG00000093452.4	Zfhx2os	lncRNA	2	-0.783210097137464	2.72821430734259	-4.2751638303486	0.0011261461822501	0.127988599068628	-0.586929366551747
135	ENSMUSG00000048445.6	Ccdc57	protein_coding	2	-0.356773737658093	2.38195158895693	-4.26748981193635	0.0011413550019097	0.128763307311038	-0.611943642505542
136	ENSMUSG00000036975.5	Tmem177	protein_coding	2	0.261159083132091	3.11572521512791	4.26073547483383	0.0011549177793673	0.128839868580718	-0.610976487336813
137	ENSMUSG00000026880.11	Stom	protein_coding	2	-0.230579776600817	4.16941119755822	-4.2527954251471	0.0011710759186996	0.128839868580718	-0.694096063548927
138	ENSMUSG00000045193.13	Cirbp	protein_coding	2	-0.392969613980545	5.91684641841751	-4.24879897572273	0.0011792974648324	0.128839868580718	-0.781847948932135
139	ENSMUSG00000030498.15	Gas2	protein_coding	2	-0.192891142363852	2.82862650787745	-4.23469399803492	0.0012087969266445	0.128839868580718	-0.649023178664682
140	ENSMUSG00000034336.3	Ina	protein_coding	2	0.160375329850944	7.7550797307518	4.23310314574646	0.0012121718423038	0.128839868580718	-0.782133471051372
141	ENSMUSG00000049134.15	Nrap	protein_coding	2	-0.736909141001916	0.277925652609961	-4.23280272561545	0.0012128102668806	0.128839868580718	-1.04034072614223
142	ENSMUSG00000036916.13	Zfp280c	protein_coding	2	-0.243169545502849	3.98525861144991	-4.23205041076911	0.0012144105484569	0.128839868580718	-0.713521364812831
143	ENSMUSG00000007682.6	Dio2	protein_coding	2	0.550172796709232	5.62166440760306	4.22820120138687	0.0012226327559413	0.128839868580718	-0.81294693518746
144	ENSMUSG00000117819.1	Ggnbp1	protein_coding	2	-0.548566306925511	2.18860471400211	-4.22806781489144	0.0012229187141444	0.128839868580718	-0.685359135793999
145	ENSMUSG00000020639.14	Pfn4	protein_coding	2	-0.235919960354431	2.93640646566508	-4.21676432162218	0.0012474056377303	0.128839868580718	-0.678081905776901
146	ENSMUSG00000022562.15	Oplah	protein_coding	2	-0.156210595074103	4.72999627211949	-4.21270944185674	0.0012563133967028	0.128839868580718	-0.805915516151112
147	ENSMUSG00000040350.16	Trim7	protein_coding	1	-0.424543703762546	1.33385635641966	-4.2056684978349	0.0012719381919051	0.128839868580718	-0.827973951755926
148	ENSMUSG00000006205.13	Htra1	protein_coding	2	0.251363788122115	6.48017091417532	4.20350123909697	0.0012767881307379	0.128839868580718	-0.855209469911859
149	ENSMUSG00000022136.8	Dnajc3	protein_coding	2	0.170881004247963	6.04093566085074	4.19233690120976	0.0013020778645476	0.128839868580718	-0.878873812579264
150	ENSMUSG00000047635.6	2810006K23Rik	protein_coding	2	0.293376076380103	3.22526610167535	4.19172315891096	0.0013034831170151	0.128839868580718	-0.726425094937517
151	ENSMUSG00000062563.15	Cys1	protein_coding	2	0.39236037357782	3.17541608860524	4.19157930453688	0.0013038127202306	0.128839868580718	-0.725095001770648
152	ENSMUSG00000025036.7	Sfxn2	protein_coding	2	-0.342653800356654	2.51155636574787	-4.18773124576365	0.0013126616814349	0.128839868580718	-0.728289376755732
153	ENSMUSG00000025026.15	Add3	protein_coding	2	-0.215888922689123	7.24262559270692	-4.18083102963527	0.0013286857855676	0.128839868580718	-0.881736379264776
154	ENSMUSG00000053137.7	Mapk11	protein_coding	2	0.261167223400411	4.67254799258334	4.1730881722667	0.0013469086383357	0.128839868580718	-0.868583512279811
155	ENSMUSG00000032558.19	Nphp3	protein_coding	2	-0.298278905773751	2.99308814204189	-4.17083036181349	0.0013522710944709	0.128839868580718	-0.75276162686448
156	ENSMUSG00000021952.16	Xpo4	protein_coding	2	-0.21892713480391	4.51714209707781	-4.16933850821455	0.0013558264989541	0.128839868580718	-0.864281493492359
157	ENSMUSG00000109511.1	Nup62	protein_coding	2	0.122456887108599	4.90208408623963	4.16929416710542	0.0013559323215354	0.128839868580718	-0.891032443394661
158	ENSMUSG00000031485.15	Plpbp	protein_coding	2	0.183636798209248	5.91001644056675	4.16904758700224	0.001356520955327	0.128839868580718	-0.919489320130422
159	ENSMUSG00000046020.13	Pofut1	protein_coding	2	-0.164904284360735	4.90449435823746	-4.16790528633989	0.0013592513058306	0.128839868580718	-0.893999121229531
160	ENSMUSG00000021025.8	Nfkbia	protein_coding	2	0.344182572900546	4.10999335423773	4.16526565564536	0.0013655824360082	0.128839868580718	-0.835301621534663
161	ENSMUSG00000004891.16	Nes	protein_coding	2	0.459178351204923	3.97207352205224	4.16318999206494	0.0013705823776781	0.128839868580718	-0.825557737909594
162	ENSMUSG00000020956.14	Dtd2	protein_coding	2	-0.207997122843506	3.18481774586989	-4.16054933550366	0.0013769707575418	0.128839868580718	-0.775810645815334
163	ENSMUSG00000036502.14	Tmem255a	protein_coding	2	-0.437018060547972	5.65830171464037	-4.16047204265065	0.001377158212034	0.128839868580718	-0.932441226372823
164	ENSMUSG00000034858.16	Fam214a	protein_coding	2	-0.233471060137032	5.25173440151076	-4.15538545110202	0.0013895528411256	0.129211571159946	-0.93220011550813
165	ENSMUSG00000048310.8	Pskh1	protein_coding	2	-0.232753931604939	3.42070863273219	-4.14713720459291	0.001409898045952	0.130313648909889	-0.81080093326201
166	ENSMUSG00000028556.15	Dock7	protein_coding	2	-0.163858471733563	5.28111098085781	-4.14268650261664	0.0014210042663811	0.13055370334782	-0.955324632095904
167	ENSMUSG00000103183.1	Gm37090	TEC	2	-0.427663066244539	2.7367756468261	-4.12494957831536	0.0014661736636817	0.133274145639455	-0.823049585372637
168	ENSMUSG00000036555.14	Iqce	protein_coding	1	-0.221357760961009	4.61950818879638	-4.12310360016024	0.0014709594417142	0.133274145639455	-0.951391499412714
169	ENSMUSG00000028469.15	Npr2	protein_coding	2	-0.174146042864351	5.21515658612957	-4.11918174210515	0.0014811808450199	0.133274145639455	-0.99354467005054
